 THU price [$] , Factory scale factor [-] , Shipping cost [$/mile] , Budget [$] , status , THU built , Factories build , Cost [$] 
" 8,000 ", 33 , 5 ," 150,000,000 ", 2 ," 16,182 ", 4 ," 150,000,000 "
" 8,000 ", 33 , 5 ," 200,000,000 ", 2 ," 21,637 ", 5 ," 200,000,000 "
" 8,000 ", 36 , 1 ," 50,000,000 ", 2 ," 5,041 ", 2 ," 50,000,000 "
" 8,000 ", 36 , 1 ," 100,000,000 ", 2 ," 10,619 ", 3 ," 100,000,000 "
" 8,000 ", 36 , 1 ," 150,000,000 ", 2 ," 16,190 ", 4 ," 150,000,000 "
" 8,000 ", 36 , 1 ," 200,000,000 ", 2 ," 21,726 ", 5 ," 200,000,000 "
" 8,000 ", 36 , 2 ," 50,000,000 ", 2 ," 5,026 ", 2 ," 50,000,000 "
" 8,000 ", 36 , 2 ," 100,000,000 ", 2 ," 10,584 ", 3 ," 100,000,000 "
" 8,000 ", 36 , 2 ," 150,000,000 ", 2 ," 16,112 ", 4 ," 150,000,000 "
" 8,000 ", 36 , 2 ," 200,000,000 ", 2 ," 21,629 ", 5 ," 200,000,000 "
" 8,000 ", 36 , 5 ," 50,000,000 ", 2 ," 5,000 ", 1 ," 45,602,700 "
" 8,000 ", 36 , 5 ," 100,000,000 ", 2 ," 10,496 ", 3 ," 100,000,000 "
" 8,000 ", 36 , 5 ," 150,000,000 ", 2 ," 15,977 ", 4 ," 150,000,000 "
" 8,000 ", 36 , 5 ," 200,000,000 ", 2 ," 21,374 ", 5 ," 200,000,000 "
" 8,000 ", 39 , 1 ," 50,000,000 ", 2 ," 5,000 ", 1 ," 45,106,731 "
" 8,000 ", 39 , 1 ," 100,000,000 ", 2 ," 10,466 ", 3 ," 100,000,000 "
" 8,000 ", 39 , 1 ," 150,000,000 ", 2 ," 15,986 ", 4 ," 150,000,000 "
" 8,000 ", 39 , 1 ," 200,000,000 ", 2 ," 21,465 ", 5 ," 200,000,000 "
" 8,000 ", 39 , 2 ," 50,000,000 ", 2 ," 5,000 ", 1 ," 45,324,790 "
" 8,000 ", 39 , 2 ," 100,000,000 ", 2 ," 10,432 ", 3 ," 100,000,000 "
" 8,000 ", 39 , 2 ," 150,000,000 ", 2 ," 15,906 ", 4 ," 150,000,000 "
" 8,000 ", 39 , 2 ," 200,000,000 ", 2 ," 21,371 ", 5 ," 200,000,000 "
" 8,000 ", 39 , 5 ," 50,000,000 ", 2 ," 5,000 ", 1 ," 45,960,561 "
" 8,000 ", 39 , 5 ," 100,000,000 ", 2 ," 10,340 ", 3 ," 100,000,000 "
" 8,000 ", 39 , 5 ," 150,000,000 ", 2 ," 15,772 ", 4 ," 150,000,000 "
" 8,000 ", 39 , 5 ," 200,000,000 ", 2 ," 21,111 ", 5 ," 200,000,000 "
" 9,000 ", 30 , 1 ," 50,000,000 ", 2 ," 5,000 ", 1 ," 48,975,041 "
" 9,000 ", 30 , 1 ," 100,000,000 ", 2 ," 10,000 ", 2 ," 98,390,363 "
" 9,000 ", 30 , 1 ," 150,000,000 ", 2 ," 15,000 ", 3 ," 148,291,431 "
" 9,000 ", 30 , 1 ," 200,000,000 ", 2 ," 20,000 ", 4 ," 197,641,683 "
" 9,000 ", 30 , 2 ," 50,000,000 ", 2 ," 5,000 ", 1 ," 49,189,460 "
" 9,000 ", 30 , 2 ," 100,000,000 ", 2 ," 10,000 ", 2 ," 98,813,936 "
" 9,000 ", 30 , 2 ," 150,000,000 ", 2 ," 15,000 ", 3 ," 148,455,717 "
" 9,000 ", 30 , 2 ," 200,000,000 ", 2 ," 20,000 ", 4 ," 198,430,963 "
" 9,000 ", 30 , 5 ," 50,000,000 ", 2 ," 5,000 ", 1 ," 49,492,309 "
" 9,000 ", 30 , 5 ," 100,000,000 ", 2 ," 10,000 ", 2 ," 99,508,482 "
" 9,000 ", 30 , 5 ," 150,000,000 ", 2 ," 15,000 ", 3 ," 149,509,550 "
" 9,000 ", 30 , 5 ," 200,000,000 ", 2 ," 19,978 ", 4 ," 200,000,000 "
" 9,000 ", 33 , 1 ," 50,000,000 ", 2 ," 5,000 ", 1 ," 49,351,035 "
" 9,000 ", 33 , 1 ," 100,000,000 ", 2 ," 10,000 ", 2 ," 99,197,617 "
" 9,000 ", 33 , 1 ," 150,000,000 ", 2 ," 15,000 ", 3 ," 149,204,499 "
" 9,000 ", 33 , 1 ," 200,000,000 ", 2 ," 20,000 ", 4 ," 199,291,824 "
" 9,000 ", 33 , 2 ," 50,000,000 ", 2 ," 5,000 ", 1 ," 49,429,359 "
" 9,000 ", 33 , 2 ," 100,000,000 ", 2 ," 10,000 ", 2 ," 99,612,175 "
" 9,000 ", 33 , 2 ," 150,000,000 ", 2 ," 15,000 ", 3 ," 149,732,384 "
" 9,000 ", 33 , 2 ," 200,000,000 ", 2 ," 19,986 ", 4 ," 200,000,000 "
" 9,000 ", 33 , 5 ," 50,000,000 ", 2 ," 5,000 ", 1 ," 49,868,372 "
" 9,000 ", 33 , 5 ," 100,000,000 ", 2 ," 9,966 ", 2 ," 100,000,000 "
" 9,000 ", 33 , 5 ," 150,000,000 ", 2 ," 14,917 ", 3 ," 150,000,000 "
" 9,000 ", 33 , 5 ," 200,000,000 ", 2 ," 19,787 ", 4 ," 200,000,000 "
" 9,000 ", 36 , 1 ," 50,000,000 ", 2 ," 5,000 ", 1 ," 49,659,084 "
" 9,000 ", 36 , 1 ," 100,000,000 ", 2 ," 9,999 ", 2 ," 100,000,000 "
" 9,000 ", 36 , 1 ," 150,000,000 ", 2 ," 14,952 ", 3 ," 150,000,000 "
" 9,000 ", 36 , 1 ," 200,000,000 ", 2 ," 19,896 ", 4 ," 200,000,000 "
" 9,000 ", 36 , 2 ," 50,000,000 ", 2 ," 5,000 ", 1 ," 49,805,422 "
" 9,000 ", 36 , 2 ," 100,000,000 ", 2 ," 9,968 ", 2 ," 100,000,000 "
" 9,000 ", 36 , 2 ," 150,000,000 ", 2 ," 14,889 ", 3 ," 150,000,000 "
" 9,000 ", 36 , 2 ," 200,000,000 ", 2 ," 19,802 ", 4 ," 200,000,000 "
" 9,000 ", 36 , 5 ," 50,000,000 ", 2 ," 4,973 ", 1 ," 50,000,000 "
" 9,000 ", 36 , 5 ," 100,000,000 ", 2 ," 9,878 ", 2 ," 100,000,000 "
" 9,000 ", 36 , 5 ," 150,000,000 ", 2 ," 14,779 ", 3 ," 150,000,000 "
" 9,000 ", 36 , 5 ," 200,000,000 ", 2 ," 19,596 ", 4 ," 200,000,000 "
" 9,000 ", 39 , 1 ," 50,000,000 ", 2 ," 4,996 ", 1 ," 50,000,000 "
" 9,000 ", 39 , 1 ," 100,000,000 ", 2 ," 9,909 ", 2 ," 100,000,000 "
" 9,000 ", 39 , 1 ," 150,000,000 ", 2 ," 14,817 ", 3 ," 150,000,000 "
" 9,000 ", 39 , 1 ," 200,000,000 ", 2 ," 19,716 ", 4 ," 200,000,000 "
" 9,000 ", 39 , 2 ," 50,000,000 ", 2 ," 4,980 ", 1 ," 50,000,000 "
" 9,000 ", 39 , 2 ," 100,000,000 ", 2 ," 9,879 ", 2 ," 100,000,000 "
" 9,000 ", 39 , 2 ," 150,000,000 ", 2 ," 14,749 ", 3 ," 150,000,000 "
" 9,000 ", 39 , 2 ," 200,000,000 ", 2 ," 19,618 ", 4 ," 200,000,000 "
" 9,000 ", 39 , 5 ," 50,000,000 ", 2 ," 4,933 ", 1 ," 50,000,000 "
" 9,000 ", 39 , 5 ," 100,000,000 ", 2 ," 9,790 ", 2 ," 100,000,000 "
" 9,000 ", 39 , 5 ," 150,000,000 ", 2 ," 14,641 ", 3 ," 150,000,000 "
" 9,000 ", 39 , 5 ," 200,000,000 ", 2 ," 19,404 ", 4 ," 200,000,000 "
" 10,000 ", 30 , 1 ," 50,000,000 ", 2 ," 4,611 ", 1 ," 50,000,000 "
" 10,000 ", 30 , 1 ," 100,000,000 ", 2 ," 9,165 ", 2 ," 100,000,000 "
" 10,000 ", 30 , 1 ," 150,000,000 ", 2 ," 13,716 ", 3 ," 150,000,000 "
" 10,000 ", 30 , 1 ," 200,000,000 ", 2 ," 18,260 ", 4 ," 200,000,000 "
" 10,000 ", 30 , 2 ," 50,000,000 ", 2 ," 4,598 ", 1 ," 50,000,000 "
" 10,000 ", 30 , 2 ," 100,000,000 ", 2 ," 9,141 ", 2 ," 100,000,000 "
" 10,000 ", 30 , 2 ," 150,000,000 ", 2 ," 13,668 ", 3 ," 150,000,000 "
" 10,000 ", 30 , 2 ," 200,000,000 ", 2 ," 18,195 ", 4 ," 200,000,000 "
" 10,000 ", 30 , 5 ," 50,000,000 ", 2 ," 4,560 ", 1 ," 50,000,000 "
" 10,000 ", 30 , 5 ," 100,000,000 ", 2 ," 9,076 ", 2 ," 100,000,000 "
" 10,000 ", 30 , 5 ," 150,000,000 ", 2 ," 13,586 ", 3 ," 150,000,000 "
" 10,000 ", 30 , 5 ," 200,000,000 ", 2 ," 18,039 ", 4 ," 200,000,000 "
" 10,000 ", 33 , 1 ," 50,000,000 ", 2 ," 4,574 ", 1 ," 50,000,000 "
" 10,000 ", 33 , 1 ," 100,000,000 ", 2 ," 9,084 ", 2 ," 100,000,000 "
" 10,000 ", 33 , 1 ," 150,000,000 ", 2 ," 13,594 ", 3 ," 150,000,000 "
" 10,000 ", 33 , 1 ," 200,000,000 ", 2 ," 18,097 ", 4 ," 200,000,000 "
" 10,000 ", 33 , 2 ," 50,000,000 ", 2 ," 4,561 ", 1 ," 50,000,000 "
" 10,000 ", 33 , 2 ," 100,000,000 ", 2 ," 9,061 ", 2 ," 100,000,000 "
" 10,000 ", 33 , 2 ," 150,000,000 ", 2 ," 13,543 ", 3 ," 150,000,000 "
" 10,000 ", 33 , 2 ," 200,000,000 ", 2 ," 18,028 ", 4 ," 200,000,000 "
" 10,000 ", 33 , 5 ," 50,000,000 ", 2 ," 4,524 ", 1 ," 50,000,000 "
" 10,000 ", 33 , 5 ," 100,000,000 ", 2 ," 8,994 ", 2 ," 100,000,000 "
" 10,000 ", 33 , 5 ," 150,000,000 ", 2 ," 13,461 ", 3 ," 150,000,000 "
" 10,000 ", 33 , 5 ," 200,000,000 ", 2 ," 17,878 ", 4 ," 200,000,000 "
" 10,000 ", 36 , 1 ," 50,000,000 ", 2 ," 4,536 ", 1 ," 50,000,000 "
" 10,000 ", 36 , 1 ," 100,000,000 ", 2 ," 9,004 ", 2 ," 100,000,000 "
" 10,000 ", 36 , 1 ," 150,000,000 ", 2 ," 13,472 ", 3 ," 150,000,000 "
" 10,000 ", 36 , 1 ," 200,000,000 ", 2 ," 17,934 ", 4 ," 200,000,000 "
" 10,000 ", 36 , 2 ," 50,000,000 ", 2 ," 4,524 ", 1 ," 50,000,000 "
" 10,000 ", 36 , 2 ," 100,000,000 ", 2 ," 8,980 ", 2 ," 100,000,000 "
" 10,000 ", 36 , 2 ," 150,000,000 ", 2 ," 13,423 ", 3 ," 150,000,000 "
" 10,000 ", 36 , 2 ," 200,000,000 ", 2 ," 17,862 ", 4 ," 200,000,000 "
" 10,000 ", 36 , 5 ," 50,000,000 ", 2 ," 4,487 ", 1 ," 50,000,000 "
" 10,000 ", 36 , 5 ," 100,000,000 ", 2 ," 8,912 ", 2 ," 100,000,000 "
" 10,000 ", 36 , 5 ," 150,000,000 ", 2 ," 13,336 ", 3 ," 150,000,000 "
" 10,000 ", 36 , 5 ," 200,000,000 ", 2 ," 17,716 ", 4 ," 200,000,000 "
" 10,000 ", 39 , 1 ," 50,000,000 ", 2 ," 4,499 ", 1 ," 50,000,000 "
" 10,000 ", 39 , 1 ," 100,000,000 ", 2 ," 8,923 ", 2 ," 100,000,000 "
" 10,000 ", 39 , 1 ," 150,000,000 ", 2 ," 13,351 ", 3 ," 150,000,000 "
" 10,000 ", 39 , 1 ," 200,000,000 ", 2 ," 17,771 ", 4 ," 200,000,000 "
" 10,000 ", 39 , 2 ," 50,000,000 ", 2 ," 4,486 ", 1 ," 50,000,000 "
" 10,000 ", 39 , 2 ," 100,000,000 ", 2 ," 8,900 ", 2 ," 100,000,000 "
" 10,000 ", 39 , 2 ," 150,000,000 ", 2 ," 13,302 ", 3 ," 150,000,000 "
" 10,000 ", 39 , 2 ," 200,000,000 ", 2 ," 17,696 ", 4 ," 200,000,000 "
" 10,000 ", 39 , 5 ," 50,000,000 ", 2 ," 4,450 ", 1 ," 50,000,000 "
" 10,000 ", 39 , 5 ," 100,000,000 ", 2 ," 8,832 ", 2 ," 100,000,000 "
" 10,000 ", 39 , 5 ," 150,000,000 ", 2 ," 13,211 ", 3 ," 150,000,000 "
" 10,000 ", 39 , 5 ," 200,000,000 ", 2 ," 17,555 ", 4 ," 200,000,000 "
