AZ_500,AZ_501,AZ_502,CA_500,CA_501,CA_502,CA_503,CA_504,CA_505,CA_506,CA_507,CA_508,CA_509,CA_510,CA_511,CA_512,CA_513,CA_514,CA_515,CA_516,CA_517,CA_518,CA_519,CA_520,CA_521,CA_522,CA_523,CA_524,CA_525,CA_526,CA_527,CA_529,CA_530,CA_531,CA_600,CA_601,CA_602,CA_603,CA_604,CA_606,CA_607,CA_608,CA_609,CA_611,CA_612,CA_613,CA_614,CT_503,CT_505,MA_500,MA_502,MA_503,MA_504,MA_505,MA_506,MA_507,MA_509,MA_511,MA_515,MA_516,MA_519,ME_500,NH_500,NH_501,NH_502,NJ_500,NJ_501,NJ_502,NJ_503,NJ_504,NJ_506,NJ_507,NJ_508,NJ_509,NJ_510,NJ_511,NJ_512,NJ_513,NJ_514,NJ_515,NJ_516,NM_500,NM_501,NV_500,NV_501,NV_502,NY_500,NY_501,NY_503,NY_505,NY_507,NY_508,NY_510,NY_511,NY_512,NY_513,NY_514,NY_518,NY_519,NY_520,NY_522,NY_523,NY_525,NY_600,NY_601,NY_602,NY_603,NY_604,NY_606,NY_608,OK_500,OK_501,OK_502,OK_503,OK_504,OK_505,OK_506,OK_507,PA_500,PA_501,PA_502,PA_503,PA_504,PA_505,PA_506,PA_508,PA_509,PA_510,PA_511,PA_512,PA_600,PA_601,PA_603,PA_605,RI_500,TX_500,TX_503,TX_600,TX_601,TX_603,TX_604,TX_607,TX_611,TX_624,TX_700,TX_701,UT_500,UT_503,UT_504,VT_500,VT_501,CoC
0.0,100.37788370533616,95.79762594565138,641.6571106061567,667.456178154155,535.2370094835007,559.7785845940134,655.1198829782122,695.6608836184846,727.0279261790474,585.557418787038,628.2751855646184,713.4211632376262,534.2769042378958,304.4692636287275,381.4873592924723,440.4808069705909,385.60074077891477,605.670264891869,616.2551426008652,682.1188226683563,607.4726881801264,584.3463822875374,806.2530090510643,473.60667958265856,419.41417288437606,620.993977454605,604.607613944589,735.4581046557745,642.6896319465651,327.83659477950346,246.19571196700346,203.5004885739484,234.74181919795805,335.9431343490599,329.1628269259453,472.5320846384163,167.5532929213799,335.4892395789603,534.3233928748477,636.3269430809152,594.4544281553079,392.4207576017881,617.0274175235397,737.0362607237074,583.8179633052044,659.4289810710541,2197.592310993624,2237.798990439175,2422.1313321797143,2227.4127742061128,2317.8809547329956,2316.617076027938,2276.293924724542,2316.546206873937,2355.552702544818,2238.6920868125017,2324.627529838167,2324.5886044371778,2331.2260255032706,2311.188196494593,2315.504540058363,482.7515114894284,641.4219637465021,244.2202695813962,2301.7337619646323,2299.029458961528,2287.214142428273,2136.6026890706644,2128.6286179439167,2142.8431020879466,2160.825515791598,2161.1427662055426,2152.567502674804,2092.819954285427,2148.5100734917955,2127.470619137899,2132.313025419365,2151.9378911441036,2109.7191454232093,2129.007031255469,2120.874865073472,2149.6748027254184,2148.6438261862986,355.15073385732984,373.47081111220865,1947.2557063350725,1990.9663160277362,2168.9747981598125,1988.7465569817975,2016.624050950258,1895.9070971312929,2114.7843743682843,2108.7861365462913,2174.0479810201796,2196.1879855867596,2154.437411391309,2180.5253215345515,2164.3314281542043,2168.3551189508457,2059.719080927193,2172.1347137293874,2044.426240883576,2175.3800164966106,2181.3597594715566,2097.6383984380236,2095.531698973342,2150.36883401018,2216.025345209825,2178.2906635568484,795.3429140999395,957.9070316501738,904.1334395703566,959.1344189798564,865.3405323270972,1002.1724904838314,875.3451209935902,766.4561581036079,2092.290365291678,2062.300400653117,2090.1695974197805,2071.8388442227047,2106.194270502156,2045.5254326449344,1832.7467444047752,1859.8436363066505,2104.4307146711303,2004.44097526021,2083.034228715284,2063.241974297222,2018.4440279020403,2019.9608297883858,1850.614022252335,1889.9258003771708,2293.075114218122,911.3777332545866,380.3151513186698,958.6766363318067,887.3966292486077,1025.4297709462269,621.5020568734325,865.5130399310646,913.8400764277868,763.895815281359,866.2575258724047,785.1087709778537,506.357179146952,408.89027009490326,494.1783832522758,2247.6051254934678,2228.5050248510147,AZ_500
100.37788370533616,0.0,172.91372181641998,638.2315938867971,653.7622494562494,531.2953145359321,564.5633497858915,655.0397492839058,691.616312399856,702.218125961688,587.2815506061148,629.065137107315,698.6030040568603,542.2463959244917,358.9963522652541,408.4486254739263,479.91764700138447,427.50747515993095,612.7225717509104,620.5951659061899,683.7432941102795,604.1216019415914,573.8786321379004,793.2302459622387,481.1980571457631,434.00024844281177,631.7925855674985,592.2937394983553,722.9077709096523,633.2295344133289,380.24122950081784,314.9532617693168,259.32040652545004,262.08510403956,379.30449614606755,375.4986207907077,502.7166522547298,242.5215005925364,381.46506196681526,554.1970602525353,644.038375692936,608.2156587490693,388.7457292802165,602.7126337887771,732.2703884065743,594.7369936401356,664.8532044155511,2113.7939579125978,2153.2853879971144,2331.9629009090845,2141.551445159691,2232.2826816015386,2230.9169279703115,2190.613517438922,2231.9773121156077,2271.1379364319496,2153.35972665997,2240.1317244552656,2238.720768134642,2246.22713980003,2225.326904998765,2230.7652058782674,438.20685968373937,609.6701887079038,223.9499546662075,2215.0141772047878,2211.052494585075,2200.600027156212,2053.564140360548,2048.378839088266,2060.6396021328987,2078.029831301436,2077.921360805641,2070.721970985624,2012.3705491224764,2065.870071300781,2045.577076095688,2049.860206068147,2069.0484259678833,2029.4670201042493,2047.9376428606492,2037.800775682498,2066.308545976343,2067.5036570684724,281.6412575667196,311.4185650006723,1859.868238167175,1904.8366138441468,2082.365755464058,1901.100010273119,1929.5368792829497,1809.6971912844983,2025.687720923508,2021.7993224776094,2086.3395800206968,2109.806774403725,2069.4697068037112,2095.8089688444684,2080.7464405290757,2085.6450044694147,1972.2878655737172,2085.9113595722088,1958.2227631285118,2089.7575556547154,2092.2493834486813,2010.339938325752,2009.5941289292145,2066.3021977280173,2133.0277382911318,2094.6915510114136,731.1168142860435,886.4578698806289,830.363678973469,895.8663582073049,797.1480173881558,930.0983691260457,809.082631359436,691.9298408332571,2010.5417879734955,1978.5814358416158,2009.0246388854164,1990.5809747628623,2024.1906830065989,1964.1167845382693,1749.632358104478,1773.984548693697,2023.0970639536868,1921.2813430507506,1998.8322757570202,1981.0608735824223,1936.2227077705265,1938.804757036662,1768.027031270901,1806.0990667614349,2208.5705942421014,868.2726776525652,364.9921628796282,920.084122685401,855.2458999598198,991.2526473050616,553.4685558772895,815.442356454163,861.6194237424339,727.7505189954273,842.3591945634823,730.1510863600419,420.3118228353848,321.0919012059344,404.53419116080033,2159.103412240523,2139.3208534998685,AZ_501
95.79762594565138,172.91372181641998,0.0,728.1598209879273,757.382496375293,622.7400973665615,643.580938655332,740.1943313514773,782.0719057096055,819.7443064030059,670.4222799171915,713.1827236039941,803.4961532408349,616.9344093003873,363.29916032377406,457.11908247343223,506.37112620276235,451.26046814036886,688.014426203763,699.7339741089053,766.2880102644347,694.1833010941231,673.706268476302,895.4071747115017,557.1976773173765,500.69099493860824,701.3974749909522,694.4282060495076,824.7235365593805,731.3702283350002,387.33850161809016,294.61085619389905,268.71339357329947,315.8563984723117,402.358576962545,393.60543502273737,544.0456590473208,217.7488962782627,399.9353438234084,610.9565949003771,718.0897844249079,673.6251369374683,481.40869351818355,707.3879559129651,823.5051468511076,664.5341292763318,742.0700128705117,2200.9110401788307,2242.280660317713,2437.0948774917597,2234.2939948888866,2324.150715336181,2323.0714154787306,2282.773582109577,2321.0016310837527,2359.682679980452,2244.6091323499472,2328.9438351674203,2331.333117599647,2336.411854072316,2317.94070923376,2320.2586325739617,578.5086886388847,735.7118860957039,338.9470373522888,2310.0695068324803,2309.7471553343526,2295.3764311241375,2138.7468165757277,2126.2902784208773,2143.5983154908545,2162.5234219900744,2163.5495081136764,2152.7232685989698,2090.8604922759455,2149.9720132790103,2127.749034998679,2133.4954324580754,2153.8069210831322,2107.4193824977665,2127.959490637336,2123.106297335045,2152.344578021861,2147.673561652465,362.1687310785757,365.9342102873465,1957.4442470381102,1998.7466926332536,2177.3133280707953,1999.3450449865259,2026.1163146319927,1904.0251558244843,2127.991055803305,2117.9261276489297,2184.4408322785853,2204.0636416718353,2159.8492330920303,2185.453390311433,2167.344622863006,2169.898275923377,2069.7790075117323,2179.7614017818996,2052.239493084551,2181.916737546079,2194.487143243097,2107.3813529767203,2102.7713091243986,2154.2256909930834,2217.9650916621167,2181.3038850458947,777.9984187966802,947.7460449573025,897.5638323159828,938.8434641340418,851.9538551200666,992.4527058657675,859.4727723403502,762.5231155537643,2092.3987902282925,2065.7235503370966,2089.3140755700906,2071.198021941349,2106.690035017685,2045.1763824074835,1835.6357070908884,1867.4070600389314,2103.849737607164,2007.0349361851706,2087.2429017203344,2064.1070424758823,2019.4617049396077,2019.2590326298562,1852.589676055052,1893.881227801751,2297.4543704631697,870.2714888167253,326.9728539548437,912.9252311966574,836.5832143876365,975.2104315421774,611.7253637733214,831.7612686221189,881.7900393731802,718.0445278841656,808.7761263177198,757.4724089206836,592.3465533092838,493.47161056739066,577.351482639556,2259.4213037846325,2241.7088284562888,AZ_502
641.6571106061567,638.2315938867971,728.1598209879273,0.0,69.61558258976942,107.11834359157771,92.08893038732657,26.308731387962318,54.00377360526698,163.04100161934502,62.164235578610764,28.836970287676703,101.00540207619116,121.7580302404357,414.45106130057655,289.7708309730693,296.30665364658194,331.44692954778253,71.8750027707055,53.05678183314841,54.35756492199858,34.262570368590566,74.46094874598236,174.129516782427,174.06440670894037,233.79600675008604,90.42868770086885,68.77619644422154,108.85472214784542,38.37777607396873,396.3621620505043,485.79282471849655,474.2113127677291,413.27036089789846,363.5224588090102,376.19502832681957,242.46129163282365,534.6464217417947,371.5935966000213,167.26472614705293,70.72549954930747,112.78766836204211,250.63619925871365,74.17177814581723,95.40254870552388,101.17032053834605,61.321209106775676,2541.1493517284225,2573.78604723064,2693.1578685932195,2550.860108178503,2641.4954777289518,2639.2698260478196,2600.191503878248,2650.00628868526,2689.4892995637056,2566.951236364769,2658.5679094081174,2645.38947541609,2660.269502118463,2632.400164947293,2647.3948774110663,291.0544894186963,181.2204758006404,414.4464681728807,2614.587221879703,2598.725027879808,2601.53229258658,2488.4762555709126,2503.6633994890035,2501.6725796769524,2514.1516511849236,2510.7702172783543,2514.1338621584905,2467.1937600284323,2503.4940774339825,2489.2887779955713,2489.3166686426475,2504.6907295364167,2485.2094161700957,2497.522059569929,2472.8657043223807,2498.3400236162583,2516.089564812863,877.2665447701563,923.3858584488562,2264.127017492459,2318.871388700289,2486.6576700323235,2301.512010485034,2334.1964635885743,2226.2591200004276,2407.6234683215516,2424.446421439286,2480.2313336310417,2515.37067473406,2488.4591035550643,2516.167001289366,2510.6739915432872,2522.2193188515,2372.3609258610227,2493.573649858173,2369.900750450545,2502.5936183888352,2471.925085421224,2410.4488190976695,2422.0234528638634,2492.782822214866,2566.1782180347254,2524.1357128555505,1308.0075454067446,1431.1995534996117,1369.3655224412505,1467.6346365934062,1358.4783958213775,1469.9824167688735,1375.8991194670575,1238.0402611974203,2456.2347806980056,2410.294342797632,2459.08071228674,2440.325203611582,2467.6600518472997,2413.503882369356,2193.109514173788,2194.8205973829654,2471.4436946754518,2358.996496563522,2426.1214890266315,2424.3942586828416,2380.5175084636,2390.671859978969,2214.7811246427186,2242.286796122903,2627.7239525709283,1483.8539711785816,1003.1507678509167,1540.9588908235048,1483.8725272082802,1616.4617854898133,1131.7231893480903,1420.859930441767,1461.6163356873674,1354.2353843687729,1476.991093563013,1328.9993387460738,547.63513032614,549.000657590172,577.3718775353142,2543.0130525115183,2516.78301887659,CA_500
667.456178154155,653.7622494562494,757.382496375293,69.61558258976942,0.0,140.21021656957382,149.2278079672078,89.19596581601353,72.96257504603106,94.2502018739354,120.98791670948334,98.15045119753324,46.169402618601886,177.56182894502012,463.6305435535051,337.6324327241083,355.8836841482166,385.8119719738314,140.447749382607,122.0376196328693,104.62489605743667,85.24679595678775,84.16159841433125,139.54831735411392,218.94013724317276,278.2839951124259,160.02533881958055,62.957224165639495,69.20883001595183,35.62521025783407,447.43747442756245,532.0311063299793,513.5198674387615,447.12254368814075,412.9217615135835,425.77983070281687,302.883086368124,574.1770562599899,421.7481893480093,231.4768905692364,139.63897773163214,181.6878019336494,276.0540944653315,51.049659651930696,96.66259440445312,168.35065501939184,125.50632726898976,2503.6518892290405,2535.4060344735494,2648.2406616774,2511.299111759792,2601.6607380522723,2599.347017722971,2560.5146609688604,2611.128147203154,2650.538777913015,2527.8155955684592,2619.711821046129,2605.2654083606167,2620.916417606197,2592.356780063,2608.366769458697,267.55278137610185,123.3422063800093,430.7559539714223,2573.7841517495744,2556.715387670065,2560.9123670131444,2452.024778587082,2469.648960756045,2465.910148674984,2477.7635771723117,2474.006071152624,2478.6204505342075,2433.2352298177602,2467.31760311651,2453.8888012499774,2453.4034203091273,2468.27504111558,2451.3098443393874,2462.8157202457055,2436.481654418245,2461.5185435380254,2481.202767302786,878.0352362672273,926.5363816117426,2224.9826615557345,2280.598006818777,2446.7468413514557,2261.8129005049746,2294.8373481054896,2188.6175962075217,2365.617120794051,2384.558856961707,2439.2293723055986,2475.50836875091,2450.1683072382234,2477.944654299426,2473.568305644512,2485.8602109619906,2332.372854622175,2454.008032494545,2331.1849068109705,2463.5697917229113,2429.4791844347014,2370.3349062955645,2383.2138206658165,2455.3332785337684,2529.2818845410634,2486.9323224927193,1299.190170050198,1415.580655899524,1353.3806433784528,1456.5303518816295,1346.328610863769,1453.2462027489112,1364.5845805155686,1224.5904779588843,2421.180783890061,2373.7201208430224,2424.5537783927525,2405.820130145403,2432.2989800561927,2379.042719804113,2158.7318224855467,2157.7862949856058,2436.666457692148,2323.3061386267627,2388.980073096615,2389.1569133559565,2345.544043411269,2356.594231154848,2180.715085367645,2206.843257994861,2589.035349399864,1483.1631804724313,1017.9906053854924,1541.8309816856831,1488.1931371465205,1618.7801637309267,1125.0664040943223,1417.5636929041764,1456.6848414856713,1358.1132206997745,1484.904143912228,1324.6773125844518,515.3661116457251,528.7223621343342,547.3134665299697,2500.779699727077,2473.9734324016304,CA_501
535.2370094835007,531.2953145359321,622.7400973665615,107.11834359157771,140.21021656957382,0.0,55.624895485275246,124.3401382991206,160.92602147600022,223.13149951441403,61.953602131080864,99.55464730621892,185.64834063327496,63.59433612285095,324.58988012959253,198.73499142965284,229.19298896700778,251.02535052713813,98.397369249638,97.66022602872849,153.8443671576499,72.89334171711468,58.50418845007192,273.70627658725886,80.59766597164051,138.63125454556706,126.09439362942999,80.63782138262846,203.68959670982406,109.85467028483278,309.4251087602503,392.0166411005841,373.83609439932735,309.3115134836929,274.2138751429924,287.0902026652895,180.36019405831846,434.50710152328423,283.3721008342979,128.31487643441693,126.83104908000719,120.83467984509635,143.56157153339134,96.91136841003765,202.10696863074023,100.06584946420888,140.6420865671562,2467.910960553346,2501.7131139632847,2630.779506989075,2480.45649152569,2571.3922015511366,2569.294372356917,2529.903333864563,2578.548807874808,2618.096220066937,2495.9324411816788,2587.071876873684,2575.6965639166206,2589.4664406139536,2562.6038869780837,2576.148580042117,218.85520193514526,186.6752115675713,307.6812200465652,2545.908985481915,2531.858912675877,2532.5994739126927,2413.905688816876,2425.997453110067,2426.1978910793437,2439.4732565464424,2436.587458713603,2438.3291679823883,2389.493683914765,2428.5511448029965,2413.363711502824,2414.047671324635,2430.0575322535533,2407.420286765231,2420.7164912975827,2398.222710926202,2424.2450075253237,2439.491947134326,774.039522632748,819.1113875315657,2193.455468609999,2246.9230136537885,2416.8186088212838,2231.5806630112816,2263.743043571569,2153.560984566326,2340.960725925877,2354.641577525027,2411.98444785904,2445.432076030974,2416.348921411676,2443.9349494060016,2436.942734040551,2447.4954088426257,2302.759284777785,2423.235454172684,2298.5048024809903,2431.483359070998,2405.8593886429635,2340.984745666544,2350.6999705714115,2419.528077050268,2492.1162974521335,2450.5210934483325,1209.0868439490905,1336.7900107960309,1275.343733052182,1369.9558750321933,1261.657832506096,1376.3813467403725,1278.4846389317388,1142.354884483907,2379.9045403459004,2335.9640879976982,2382.0887939628433,2363.324459271546,2391.7066746502987,2336.4752705926353,2116.21824711491,2121.3465633659976,2394.7515432211367,2283.574638757345,2352.5238288744254,2348.3271864789917,2304.1624587281653,2313.19280376584,2137.478578332104,2166.680057289991,2556.024610945013,1380.5415978952494,896.148489164984,1436.9828746841802,1378.737474973965,1511.9198165861117,1031.792344442852,1318.7749199507102,1360.3127286618976,1249.306660692,1370.9071572209427,1227.5161856526959,476.1094443082195,463.2701121832802,502.37333602760185,2476.544690044748,2451.228373045484,CA_502
559.7785845940134,564.5633497858915,643.580938655332,92.08893038732657,149.2278079672078,55.624895485275246,0.0,97.72771548514231,142.7907240146396,241.60078905806202,29.95380756113469,70.78220500256472,189.3978070101771,29.670566618642102,322.4817328423142,198.3232097455123,206.79335504764026,239.59737842286148,49.009668890319084,56.52027706407623,122.71043734689115,64.33436463611977,88.09602110460916,266.07957041204094,86.39062484989181,144.36327137171338,73.59635334348913,105.03930884856484,200.51120555138957,113.82872701720198,304.27526522263764,394.2430143590777,385.1420184011183,327.7341745099857,271.57595409014573,284.21304164937976,153.65557662135893,445.23525027521384,279.5602576803023,85.42771122256715,80.21018659421647,65.21148535455157,177.024465102029,121.01256138954625,183.4130614831544,44.45761581198169,100.3868015370037,2522.414125036029,2556.3725411403116,2686.264665824167,2535.321478698258,2626.2844632215533,2624.2009376026294,2584.7777831051676,2633.2807264285716,2672.8332034965847,2550.7243555765435,2641.7983327487386,2630.63344091264,2644.277071183115,2617.530489420564,2630.9067996208273,274.45285037357917,226.22126635625276,343.4170273844191,2600.951951934954,2587.0651388994957,2587.6180878304167,2468.2145336351145,2479.7626777877463,2480.3588271544154,2493.7625120950847,2490.95410364078,2492.4329102082484,2443.256657046337,2482.799231529794,2467.4494506983738,2468.2440791139247,2484.3548817869914,2461.1637222883164,2474.6447053519228,2452.5217663276444,2478.626224955217,2493.4559188931203,815.7315283991552,859.1810555221136,2248.3137387857073,2301.6214030151446,2471.7509759710597,2286.5178749178867,2318.6198426932156,2208.1705049586826,2396.1941121038326,2409.5823693011307,2467.0772523132073,2500.351506837191,2471.010753243298,2498.578382847577,2491.377203850172,2501.7766377029125,2357.7257343616825,2478.112207323772,2353.2675081292027,2486.269385938183,2461.1346808795515,2395.96260600687,2405.4669130345565,2474.0333799022333,2546.496012846138,2504.9714482732543,1254.612811312926,1385.201013451966,1324.0027481135385,1416.3032273283113,1308.66438313636,1425.201787686356,1325.0771651040338,1190.1672569147006,2433.923126682204,2390.3183709903697,2435.9871275498394,2417.223386333888,2445.7899134913564,2390.372272283841,2170.1695955213922,2175.851899018829,2448.703440947493,2337.760242020231,2406.9861799258038,2402.3956225713428,2358.18554806045,2367.007855292656,2191.35075602397,2220.8491601724313,2610.7278079435328,1421.4437456988064,928.020298853453,1476.8914449493245,1416.6504547712611,1550.8621278755993,1076.6399699462143,1361.2375372807678,1403.5871086060115,1287.7195455589047,1406.5358418268997,1270.7010894562984,531.407741394234,516.277336825803,557.3060780279684,2531.7856024409243,2506.5380904968815,CA_503
655.1198829782122,655.0397492839058,740.1943313514773,26.308731387962318,89.19596581601353,124.3401382991206,97.72771548514231,0.0,46.8768394091829,179.29290698436316,69.77627475697375,27.064273897459532,111.96711445175576,126.48851564799571,418.49453898099495,295.5069708676302,294.3376088997943,332.92822850904827,64.18034471074849,46.16542052240069,30.13192007141014,53.50157737827799,99.25286576128862,172.27704069480066,183.4226147554344,242.05331405816574,74.96544847728985,94.99994052144207,113.34798618247194,62.61244396068067,399.42733051745796,491.0713710941488,482.8623745188778,424.5379365451263,367.7595593466615,380.24146711042414,240.37010277071406,542.9612800185943,375.3470138796484,162.75482750793003,52.26275733174006,101.83320857437273,266.4288768355161,100.32466163037968,86.0479600100737,94.70667898220721,36.65336867419516,2567.195598609424,2599.884244080094,2719.4649869072377,2577.0205636582687,2667.6676008669347,2665.4460371067657,2626.35678384334,2676.130581087438,2715.6168253366463,2593.0903000287817,2684.690890097933,2671.574669554897,2686.4181586352065,2658.5819283994088,2673.527123172229,316.54228419596313,205.90039507533103,431.74963679638637,2640.8011147849566,2624.9806827710768,2627.739042034406,2514.4547101785397,2529.453538011105,2527.6013881858744,2540.125072746074,2536.769505801746,2540.0437608538577,2492.980315564712,2529.452847946021,2515.190756900393,2515.2568542674726,2530.6663045731384,2510.9903726736716,2523.3695200341713,2498.839855831019,2524.343448039126,2541.9509075209485,897.6647627522402,943.1659990030987,2290.271820160894,2344.9685240688505,2512.8354405608707,2327.682965300501,2360.3506278963205,2252.3213893976076,2433.8806868337497,2450.6240561756617,2506.454347389547,2541.545815861897,2514.553805027747,2542.2572592403053,2536.695892879464,2548.190520789146,2398.5438773531746,2519.7351928728967,2396.021235351605,2528.7279658269526,2498.1939002173385,2436.636753947417,2448.147966142494,2518.827083709931,2592.185111862907,2550.1636470577546,1330.2535293412736,1454.6814752110092,1392.9255999495456,1490.2822403727116,1381.3553276850857,1493.6457463659258,1398.6128703336058,1261.1943449289545,2482.1110160357293,2436.283182848095,2484.914806822625,2466.158096996647,2493.559667241172,2439.33403745534,2218.940498507159,2220.8457132050876,2497.2976094680184,2384.9239198152595,2452.1476262838873,2450.285636174308,2406.3897126834186,2416.47099292391,2240.5855926253703,2268.1994425644325,2653.8383796580515,1504.2579263946009,1019.6565225387151,1560.9679572171947,1503.0354309585412,1636.0893157412268,1153.5997019882107,1441.88815900035,1482.9945814938021,1373.5643752562735,1495.2011626418919,1350.2898156730153,573.5292090608772,573.6586752573944,603.0760269034212,2569.275598135655,2543.060434669049,CA_504
695.6608836184846,691.616312399856,782.0719057096055,54.00377360526698,72.96257504603106,160.92602147600022,142.7907240146396,46.8768394091829,0.0,147.92625899716575,113.57929153403607,72.4441377933286,76.07170045697077,172.0908328824005,464.73090630270246,341.0981014751679,341.1798269030064,379.6571351703183,110.87449993410154,93.04161395269684,40.14197177510254,88.22083372205174,121.81392370852714,125.40886309725809,227.02012678408468,286.3957946269419,118.20866904771678,109.2122335700211,69.91082989427944,66.33093607536824,445.9017862568934,536.9403969267996,527.142637257687,467.0081550954524,413.916987643462,426.46032770111276,287.2214288191391,587.4529746749818,421.6438492306637,209.43474487883574,94.39298082076678,147.01271930235228,304.48731259466086,107.1686478287443,41.433317942824544,141.3333477429219,71.02999508350771,2574.6338132556652,2606.6357190530452,2720.830300747701,2582.8346144235243,2673.2685329088413,2670.976103819039,2632.081568681058,2682.494658016026,2721.926260105624,2599.2442913409886,2691.07302399049,2676.9431639074664,2692.4055780688086,2664.014590411673,2679.77214335983,331.2990125727432,196.25977970831588,467.72365298333733,2645.617918504958,2628.806180956578,2632.7038747904153,2522.6943961223324,2539.530286463833,2536.367220529263,2548.4156544524553,2544.7714802395194,2548.9993600883745,2503.0944961388755,2537.9040080689547,2524.2295669171062,2523.9070028879796,2538.9348873333324,2521.150207638466,2532.9303352617785,2507.129630903167,2532.3002186862177,2551.378485989694,928.0303574216431,974.7608422965786,2296.394610139497,2351.782199477526,2518.3649031130667,2333.367772850981,2366.30904857774,2259.6183191258424,2437.698435850867,2456.167683298716,2511.100998354164,2547.1162146265888,2521.3685823541796,2549.127958771118,2544.434782526591,2556.5039960669383,2404.0029881635664,2525.541471008108,2402.4918745488544,2534.9659073207945,2501.650503135923,2441.9976158010795,2454.548989097731,2526.2983417108753,2600.0902845393725,2557.8282313579625,1356.061307753152,1476.6735669353545,1414.6661021929128,1514.9100638847128,1405.3262214295216,1514.9902898939197,1423.0694732057207,1284.3380381269624,2491.4069131114584,2444.4213828928105,2494.605555353828,2475.863103709975,2502.6256326700627,2449.068795327443,2228.7103523589826,2228.6081598912288,2506.8026322822507,2393.7296770681605,2459.851254170587,2459.440303798596,2415.7378390468225,2426.4881935843623,2250.5894039983755,2277.1782137587616,2660.350755232744,1534.4598287108433,1056.5891616779277,1591.9809585426249,1535.68735934685,1667.849416649948,1180.4432356265559,1470.7213207994957,1510.9954142563806,1405.9257223940629,1529.514257464929,1378.5287402119513,583.9413942496715,591.7458310979725,615.0422611995077,2572.912681275717,2546.2155336850174,CA_505
727.0279261790474,702.218125961688,819.7443064030059,163.04100161934502,94.2502018739354,223.13149951441403,241.60078905806202,179.29290698436316,147.92625899716575,0.0,214.37315172799856,191.84043505788756,72.25373498719159,268.87511911255365,547.0657734950952,421.5679612672589,447.05566316802316,473.63887643724564,234.51930635401771,215.9408197080664,187.0095646266622,178.64316327526635,164.66476890022201,123.89064890778516,303.721270236243,361.06655580000034,252.83379252604166,142.73766498715676,90.42335834202225,129.55824147303045,532.449763907308,612.5106379014667,588.1437985633526,517.7428607594992,497.00734418043896,509.8740048899891,394.7726915522135,648.3637384037519,506.3056751903063,325.1545397183556,231.29512574664295,275.68553709556573,344.2233406055577,126.25975099572125,146.86596420688628,262.6008177366897,213.74295494412314,2472.191434953202,2502.5524649899585,2605.0234570573916,2476.649689000645,2566.485459965238,2564.0376890733783,2525.6295545783196,2577.4215943062413,2616.6779554804066,2493.8053128646675,2586.029881626581,2569.637330804149,2586.4658933210862,2556.86797141743,2574.4318857140383,281.7409145704449,101.37187800148463,484.4128803284663,2537.1337526089787,2518.1954997565413,2524.5615256982524,2422.22728482157,2443.5228887563544,2437.1440953436595,2448.0304483019995,2443.7038051449963,2450.2165303534193,2407.240892927998,2437.9199211626287,2425.6883850185764,2424.423949446179,2438.5116589350196,2425.3805639275406,2435.654286565173,2406.806793221545,2431.144259815896,2453.745013393981,906.1659952989332,957.2575982267781,2191.350800636286,2248.234384842282,2411.631123152139,2227.2666819160945,2260.773778090447,2157.3627153178236,2327.32350614603,2349.5562776439997,2402.422001183175,2440.4335718879834,2417.5543163506477,2445.4020124978406,2442.7444879942022,2456.161182269774,2297.281283604471,2419.419370985581,2298.0684290345607,2429.808383661449,2390.415924118156,2334.9982273600363,2349.8839207917804,2424.0054717291864,2498.710468719962,2455.9425562248,1311.9848650941126,1418.5452323650657,1356.091634952603,1465.5662900608686,1354.3777611365788,1454.5036411632873,1373.6988366230617,1231.431281718196,2393.5473702302943,2343.837241318302,2397.71332873171,2379.0376540307357,2404.185471260122,2352.3628663658646,2132.50722193296,2127.5129222113424,2409.43168126322,2294.8398614701746,2358.2093686790017,2361.2882038951566,2318.13518781285,2330.5245134367183,2154.9263590092355,2178.92438169265,2555.645417944999,1505.9997347675483,1062.3607298425702,1566.5043126688931,1517.4759226402682,1645.089853505492,1141.6775133334124,1437.2236182098397,1474.0343706180352,1387.3035225452174,1518.7426914148186,1343.3631272914547,503.198159611996,534.1726107333747,537.7581829542767,2461.9696220847295,2434.2849486145356,CA_506
